event_id,y,m,d,h,discharge
6,1987,10,1,9,54.763934
6,1987,10,1,10,53.168962
6,1987,10,1,11,51.504176
6,1987,10,1,12,49.802294
6,1987,10,1,13,48.099961
6,1987,10,1,14,46.427833
6,1987,10,1,15,44.806917
6,1987,10,1,16,43.249111
6,1987,10,1,17,41.759488
6,1987,10,1,18,40.338755
6,1987,10,1,19,38.985157
6,1987,10,1,20,37.695742
6,1987,10,1,21,36.467088
6,1987,10,1,22,35.295698
6,1987,10,1,23,34.178180
6,1987,10,2,0,33.111330
6,1987,10,2,1,32.092151
6,1987,10,2,2,31.117855
